Name,Speed,Stamina,Strength,Aggression,Creativity,Luck,Focus,Influence,Refelxes,Phobia,Vice,Role,Personality,Class,Affinity
Robert Guǎngchǎng,3,6,5,7,9,3,9,5,8,Sitcoms,Dentists,Superfan,Appreciative,Scarf Guy,None
Bobby Facsimile,3,5,3,6,6,9,4,5,5,Electrocution,Cars,Superfan,Sage,Die-hard,Soul
Xander Pluto,2,4,5,3,10,6,4,8,7,Electrocution,Mattresses,Superfan,Sage,Die-hard,Mind
Deborah Bhatt,4,2,6,6,9,2,5,2,9,Eggs,Jean shorts,Player,Appreciative,Consistency,Mind
Teka Ironsi,6,5,9,3,7,4,5,5,7,Stingrays,Bees,Superfan,Compassionate,Gambler,Mind
Boudica Ironsi,6,10,9,5,7,7,7,6,1,Passwords,Children,Staff,Wise,Physio,Soul
Bigbite Tsukumo,6,3,6,7,7,6,7,9,9,Blue,Gossip,Superfan,Humorous,Barstool,Mind
Boudica Torres,2,3,1,4,3,5,6,4,9,Religion,Dust,Superfan,Innovative,Gambler,Mind
Zane Bucket,1,7,2,2,4,6,8,10,7,SIlence,TSA Agents,Player,Wise,Hype,Mind
Slumgullion Flammia,8,8,5,2,2,1,8,7,6,Denmark,Summer Breeze,Superfan,Innovative,Fair-weather,Body
Tidy Cattywampus,8,3,9,3,6,3,7,6,4,Macaques,The Void,Superfan,Focused,Fair-weather,Body
Lestat Wellington,1,5,1,5,10,7,3,2,1,Highways,Darts,Player,Sage,Hype,Soul
Vanilla Floquet,2,6,6,8,7,8,9,3,4,Plates,Justice,Superfan,Sage,Optimist,Mind
Twilight Axelrod,3,2,6,6,8,4,6,6,5,Guitar Strings,Poker,Player,Romantic,General,Mind
Sakura Pedigrue,3,7,3,8,9,9,2,2,1,Shoe laces,Restaurants,Player,Innovative,Investigator,None
Marmaduke Morales,7,5,2,3,3,1,9,10,6,Candles,Underwear,Superfan,Romantic,Fair-weather,None
Melodic Capone,2,4,8,2,2,2,2,4,3,Manual Transmissions,Birth,Staff,Appreciative,Groundskeeper,Mind
Glasshouse Hill,4,6,5,4,4,10,10,9,6,Irony,Fungible Tokens,Staff,Wise,Ball handler,Mind
LOL Thompson,7,5,8,7,4,8,8,8,7,Crows,Toothbrushes,Superfan,Compassionate,Hardcore,Body
Listen Linda McGowan,10,6,5,3,1,2,7,3,4,Guns,Porn,Staff,Humorous,Sponsorship director,Body
Silas McGregor,3,1,6,10,10,6,2,2,1,Kilts,Glasses,Player,Appreciative,Closer,Soul
Rayne Featherskin,7,7,8,7,10,10,10,9,8,Bar Fights,Hair Bands,Superfan,Passionate,Fair-weather,Mind
Crazy Horse Mangiarotti,7,1,10,8,9,3,7,9,3,Birds,Running water,Player,Placid,Support,Mind
Obodas Ruiz,2,8,9,10,7,8,8,5,5,Windows,Weapons,Superfan,Appreciative,Fair-weather,Soul
Rastafloods Oysterbury,8,4,6,4,8,9,6,4,3,Earthquakes,Freedom,Superfan,Modest,Die-hard,Soul
Steven Wizard,7,2,2,8,10,9,9,8,8,Wood,Acid,Superfan,Stoic,Gambler,Mind
Astounded ABC,8,10,9,3,2,3,9,6,4,Magnetism,Hope,Superfan,Confident,Full kit wanker,Body
Greta Pluto,2,6,3,6,6,2,4,6,8,Elves,Sunsets,Player,Innovative,General,None
Sadio Huffer,8,10,10,5,8,1,1,10,4,Broomsticks,Chips,Player,Sage,Hype,Body
Sandra Varville,10,7,3,8,3,7,4,2,4,Stingrays,Conmen,Management,Wise,Assistant Coach,Soul
Ciel Smith,9,5,9,7,6,8,4,4,7,Showers,Clocks,Superfan,Placid,Fair-weather,Soul
Kenneth Jones,9,10,9,3,1,3,2,3,2,Tennis Elbow,Solid furniture,Player,Idealistic,Investigator,Body
Brandon Alien,2,3,3,2,10,3,8,4,9,Moustaches,Samurai Art,Player,Sage,Consistency,Mind
Tristian Armpit,1,2,2,2,6,4,10,7,3,Kilts,Butterflies,Superfan,Sage,Barstool,Mind
Bashful Morales,6,2,5,5,2,4,2,9,8,Prime Numbers,Fan Mail,Player,Stoic,Support,None
Shark Armistice ,8,4,4,9,8,4,9,10,10,Children,Body Spray,Staff,Romantic,Clickbaiter,Mind
Trish Chavez,10,9,9,2,5,2,8,5,6,Soap,Cigars,Superfan,Modest,Pessimist,Body
Astounded Ogreson,6,3,1,3,9,9,5,2,6,Sprinting,Grannies,Player,Appreciative,Support,None
Vince Mikan,5,1,2,6,1,6,8,7,6,Post-it notes,Turkish Markets,Player,Placid,General,None
Hitomi Fukushima,7,6,5,7,8,9,9,5,6,Breakfast,Clouds,Player,Modest,Support,Soul
ABC Nguyen,10,5,5,4,3,6,3,7,2,Commitment,Dyslexia,Superfan,Sage,Barstool,Body
Cynthia Auclair,2,5,9,3,6,7,3,2,1,Kilts,Passports,Player,Innovative,Hype,Soul
Laura Awolowo,4,3,1,9,2,7,9,9,8,Kangroos,Air Conditioning,Staff,Appreciative,Analyst,None
James Brush,5,3,1,6,10,9,5,8,9,Diet Soda,Barbecue Sauce,Superfan,Sage,Optimist,Mind
Elizabeth Proxy,7,9,6,2,9,3,4,8,6,The Internet,Toxoplasmosis,Superfan,Passionate,Barstool,Body
Ichiro Hamilcar,3,3,10,8,8,9,6,2,5,Sporks,Lanterns,Player,Focused,General,None
John Jaws,6,4,8,5,9,2,3,5,4,Concerts,Cleaning,Staff,Innovative,Columnist,None
wagmi Ladder,10,9,5,8,10,8,7,4,7,Breakfast,Presidents,Superfan,Appreciative,Full kit wanker,Soul
Frank Hall,4,8,6,4,4,8,5,8,2,Priests,Dust,Player,Placid,Closer,Soul
Cornelius 888,4,9,8,10,9,5,7,7,4,Calories,Puns,Staff,Focused,Sponsorship director,None
Abimbola Phillips,8,9,9,6,5,5,9,8,5,Paper,Cheerleaders,Superfan,Wise,Die-hard,Body
Raymond Morningstar,7,2,4,6,10,8,2,5,9,Subtitles,Photosynthesis,Player,Passionate,General,Soul
Rugpull McKneese,9,7,10,5,6,4,9,5,5,Warm Weather,Mothers,Superfan,Wise,Barstool,Body
Hitomi Thundergoose,5,1,6,7,5,8,4,2,2,Reading,Mice,Superfan,Confident,Die-hard,Soul
Delta Colander,7,4,4,7,2,2,3,9,4,Guns,Reality TV,Player,Idealistic,Closer,Body
Legend O'Callaghan,7,7,8,6,5,7,5,7,7,Mercury in Retrograde,Candles,Player,Modest,Support,Body
Toenail Winter,7,4,8,5,7,8,6,3,3,Anime,Hit and Runs,Player,Focused,Specialist,Soul
Dr. Crutches,6,8,9,5,1,3,4,2,5,Dogs,Folk Dance,Superfan,Wise,Fair-weather,Body
Namya Portfolio,3,4,8,3,4,10,3,9,10,Mouse Traps,Nightclubs,Superfan,Focused,Hardcore,Mind
Jolololo Fisk,7,8,9,8,8,7,5,1,3,Tennis Elbow,Disneyland,Superfan,Modest,Die-hard,Soul
Leif Prunella,7,2,2,8,8,9,2,2,3,Breakfast,The Void,Superfan,Modest,Fair-weather,Soul
Debra Lee,9,4,8,7,2,7,8,5,6,Vanilla extract,Puns,Superfan,Focused,Fair-weather,None
Brantley Fonua,6,2,10,8,6,7,6,2,9,Highways,Sweat,Player,Humorous,Support,Soul
Alien Brush,1,2,6,2,7,5,9,8,8,Modems,Feet,Player,Appreciative,Consistency,Mind
Understanding Patel,8,8,6,1,9,7,7,1,8,Forks,Exorcisms,Superfan,Appreciative,Barstool,Soul
Wolf Houde,2,5,3,3,9,5,8,8,4,Prime Numbers,Train Sets,Player,Confident,Support,None
Pretty Legend,2,4,5,7,2,6,8,10,2,Feet,Movies,Superfan,Sage,Corporate guest,Mind
Matthew Ozanne,2,4,6,6,5,8,2,4,1,Stingrays,Ants,Superfan,Confident,Fair-weather,Soul
Spikey Alluminium,9,2,5,7,8,8,4,1,3,Parasites,Flying,Superfan,Focused,Die-hard,Soul
Constantinople McGowan,8,10,5,2,3,6,7,9,7,Success,Mattresses,Staff,Confident,Hype person,Body
Azza Sanchez,2,6,6,7,5,10,4,2,1,Truck Drivers,Diet Soda,Player,Modest,Hype,None
Snow ABC,3,3,7,4,6,2,10,6,9,Basilisks,Glasses,Superfan,Focused,There for the booze,Mind
Terrential Tuna,1,8,1,7,4,8,6,5,6,Jeans,Dentists,Superfan,Focused,Die-hard,Mind
Slots Lee,5,9,7,5,4,5,7,4,5,Debt,Bracelets,Superfan,Humorous,Scarf Guy,Body
Kylen Beauregard,4,4,1,3,1,9,7,2,8,Vodka,Justice,Staff,Focused,Cook,Mind
Chloe Braun,2,4,5,2,6,8,8,9,3,Sour Candy,The Mafia,Superfan,Romantic,Scarf Guy,Body
Krang Scrawnie,3,4,2,9,5,6,10,7,4,Jeans,Abatoirs,Superfan,Appreciative,Fair-weather,Mind
Glasshouse Lootman,6,2,1,10,7,3,10,8,5,Post-it notes,Thesaurus,Player,Confident,Support,Mind
Huge Whale Patel,5,9,9,9,5,7,3,6,9,Feet,Motivational Posters,Superfan,Modest,Die-hard,Soul
Nil Alvin,3,3,9,10,7,4,9,10,9,Cat Hair,Cheeseburgers,Superfan,Stoic,Pessimist,Mind
Plunger Kim,4,8,5,3,2,7,9,9,6,Plastic,Jokers,Superfan,Humorous,There for the booze,Mind
Tree Antimatter,4,5,5,8,5,6,4,3,1,Credit cards,Feet,Superfan,Innovative,There for the booze,Mind
Tissue Spike,5,8,6,7,8,9,3,7,3,NFTs,Prison breaks,Staff,Placid,Brand manager,Soul
Azza Ladder,5,2,1,5,1,5,9,4,6,Trains,Grannies,Superfan,Stoic,Barstool,Mind
Ichiro Floquet,9,8,5,9,1,3,10,7,3,Crying,Wetness,Superfan,Stoic,Hardcore,None
Boomer Proxy,2,4,4,7,6,7,9,9,8,Cracks,Teachers,Superfan,Placid,Full kit wanker,Mind
Forrest Sanders,2,1,1,1,7,1,7,6,4,Neighbors,Antibiotics,Superfan,Sage,Full kit wanker,Mind
Davian Bassett,2,9,2,5,7,9,3,3,6,Supermarkets,Folk Dance,Staff,Stoic,Marketing manager,Soul
One Varville,6,4,2,3,10,8,9,5,7,Bar Fights,Porn,Staff,Idealistic,Cook,Mind
Whatnot Braeburn,10,9,7,1,5,5,3,3,2,Sprinting,Breakfast,Staff,Idealistic,Sports Journalist,None
Coaster Woodstaff,5,4,4,9,8,8,6,3,10,Success,Exorcisms,Superfan,Modest,Full kit wanker,Mind
Gardyloo Watson,6,5,5,5,7,8,10,9,9,Buttons,Grandfather,Superfan,Placid,Corporate guest,Mind
O'Yacklebrunt Snot,2,1,8,4,2,10,8,8,10,Concerts,Restaurants,Superfan,Passionate,There for the booze,Mind
Annabelle Mystique,6,4,10,8,1,2,3,8,5,Sneezes,Fairies,Player,Romantic,Support,Body
Ayham Hall,1,4,2,5,3,5,9,9,2,Vanilla extract,Dracula,Staff,Romantic,Match reporter,Mind
Elsa Sprinter,3,2,8,7,6,5,1,3,7,Magpies,Buffets,Superfan,Stoic,Optimist,Soul
Cowardly Phantom,5,7,10,8,5,7,7,10,5,Irony,Oreos,Superfan,Compassionate,Die-hard,Body
Hideous Mitchell,10,6,9,2,2,5,7,6,3,Supermarkets,Shoe horns,Superfan,Wise,Fair-weather,None
Ashley Johnstone,4,3,1,6,4,7,8,9,8,Milk,Eclipses,Staff,Innovative,Security guard,Mind
Tiny Bardot,10,8,8,10,8,8,6,8,4,Gravel,Sci-Fi,Staff,Placid,Objective reporter,Soul
Skyscraper Mendoza,7,4,10,1,4,4,4,6,2,Breakfast,Magic Tricks,Superfan,Compassionate,Full kit wanker,None
Triceratops Corncake,2,3,5,6,3,6,8,7,8,VHS tapes,Depth,Superfan,Innovative,Gambler,None
Lump Blade,7,7,5,7,5,5,4,6,4,Eggs,Watches,Superfan,Compassionate,Pessimist,Body
Sentimental LOL,6,5,4,7,6,6,7,1,5,Truck Drivers,Pogs,Player,Idealistic,Hype,Body
Moon Jimenez,9,6,9,3,3,5,5,5,8,Blenders,Pancakes,Player,Confident,Investigator,Body
Darth Auclair,4,6,8,8,1,5,2,9,5,Pimples,The Mafia,Superfan,Focused,Hardcore,Body
Patrick Lopez,8,6,10,7,3,1,4,5,1,Showers,Facepaint,Staff,Placid,Analyst,Body
Stumble Lasagna,10,10,8,2,2,2,2,2,3,Prosthetic Limbs,Peanut butter,Management,Idealistic,Owner,Body
Pitter Patter Nabopolassar,5,2,10,3,5,10,3,4,5,Socks,Geese,Staff,Sage,Match reporter,Soul
Vince Jessup,10,6,10,9,6,4,7,4,3,Credit cards,PE Teachers,Superfan,Confident,Barstool,Soul
Constant Bloviate,1,9,4,9,4,9,8,7,9,Love,Guns,Player,Compassionate,General,Mind
Snuggles Garg,3,9,4,3,3,2,3,3,5,Passwords,Clouds,Superfan,Focused,Die-hard,Body
Von Gimmefood Kingdom,4,3,2,7,5,9,10,7,3,Petrol,Sci-Fi,Player,Modest,General,Mind
Slippery Floquet,5,7,4,5,3,4,10,9,5,Tomato Juice,Hawaiian Pizza,Superfan,Romantic,There for the booze,Mind
Creepy Flinch,8,7,8,4,7,9,3,4,1,Dogs,Conmen,Player,Romantic,Hype,None
Abimbola Crutches,7,1,1,1,7,5,3,5,10,Snow,Cheeseburgers,Superfan,Modest,Hardcore,None
Jacob Furyk,4,4,5,3,1,7,6,10,2,Bibles,Beards,Superfan,Placid,Hardcore,Mind
DNA Sialoquent,3,4,3,8,9,5,9,10,4,Scooters,Diabetes,Superfan,Compassionate,Fair-weather,Mind
Tiny Wizard,4,7,5,4,10,5,2,2,2,Toilet Paper,Mattresses,Management,Wise,Director,Soul
Ichiro Oyatsu,2,2,3,2,5,9,8,10,7,Kilts,Wetness,Player,Modest,Hype,Mind
Carol Van Clamberwobble,10,8,6,2,3,4,9,7,7,The Internet,Software Piracy,Superfan,Sage,Pessimist,Body
Toothy Cienfuegos,7,9,2,10,6,9,4,7,1,Protein Powder,Samurai Art,Player,Idealistic,General,Soul
Karen Alvin,9,6,6,9,5,9,3,4,4,Shoe laces,Brazil,Player,Compassionate,General,Soul
Jerry Sanders,9,9,9,8,9,10,6,4,5,Hate mail,Puns,Player,Wise,General,Soul
Lathan Dardar,5,4,5,9,10,2,7,8,9,Sprinting,Tuna,Player,Wise,Hype,Mind
Client Alluminium,4,10,10,7,9,3,4,1,4,The 80s,Fungible Tokens,Superfan,Focused,Scarf Guy,Soul
Boudica Dardar,9,2,8,10,6,7,5,5,2,Vegans,Cigars,Staff,Innovative,Scout,Soul
Tissue Cowardly,5,9,9,5,1,7,10,6,8,Statuary,Horseracing,Superfan,Placid,Full kit wanker,Body
Jack Marmalade,6,8,9,6,8,6,1,1,2,Algorythms,Parachutes,Superfan,Focused,Barstool,Soul
Maria Horcrux,2,4,6,10,4,4,6,10,8,Pineapples,Soldiers,Staff,Humorous,Masseuse,Mind
Guitar Sweeper,7,9,7,5,4,5,3,9,3,Lube,Racecars,Player,Humorous,General,Body
Alexander Plug,7,8,6,2,9,1,8,6,5,Vanilla extract,Warmth,Superfan,Sage,Pessimist,Body
Penny Von Gimmefood,8,7,6,8,7,9,5,6,4,Witchcraft,Cheese,Superfan,Compassionate,Barstool,Soul
Hyper Channing,5,9,9,4,4,3,3,1,2,The Eagles,Zoos,Staff,Romantic,Analyst,None
Steven Caparasso,10,8,9,2,4,2,7,9,9,Lids,Baloons,Superfan,Placid,Gambler,Body
Chief Fisk,3,2,2,9,8,9,6,6,2,Burps,Pancakes,Staff,Sage,Kit Manager,Soul
Mrs. Machal,1,2,1,1,8,2,9,9,9,Black Sand,Tipping,Player,Focused,Specialist,Mind
Wesley Ginsberg,2,6,2,8,6,9,5,3,5,Toothbrushes,Soap,Superfan,Humorous,Fair-weather,Mind
Chilly Skidmark,9,4,8,9,4,5,2,9,9,Dust,Snogging,Player,Modest,Hype,Body
Pitter Patter Lee,2,3,8,6,8,5,2,6,2,Opium,Laser Pointers,Staff,Compassionate,Brand manager,Soul
Obodas Walker,9,5,3,8,6,5,7,3,1,Cherries,Pilots,Player,Sage,General,Soul
Glasshouse Capone,3,9,6,5,8,2,9,4,2,Toothbrushes,Lanterns,Player,Passionate,Consistency,Body
gm Moore,1,3,10,7,8,8,3,5,4,Groundhogs,Coral Reefs,Superfan,Focused,Fair-weather,Soul
Unreal  Brooks,6,7,7,8,4,1,4,8,8,Balconies,Soap,Superfan,Humorous,There for the booze,Body
Shepherd Black,5,9,8,5,2,3,2,3,8,Hot Tubs,Fire,Superfan,Wise,Die-hard,Body
Maverick Cocque,8,3,5,8,2,3,7,3,5,Screeching,Puns,Superfan,Compassionate,Corporate guest,Soul
So-sure Ozanne,5,7,3,6,2,9,3,8,10,Barbers,New Socks,Superfan,Passionate,Optimist,Body
Tristian One,4,2,7,8,7,2,9,9,6,Affairs,Passports,Superfan,Stoic,Full kit wanker,None
Ryan Cocque,2,7,6,5,3,5,8,9,6,Scooters,Summer Breeze,Superfan,Appreciative,Barstool,Mind
Andrea Featherskin,10,5,6,4,6,5,5,6,8,Commitment,Puns,Superfan,Romantic,Hardcore,Body
Marcel Patel,9,8,9,8,8,9,8,2,6,Email,Kittens,Superfan,Wise,Hardcore,Soul
Tree Varville,6,10,3,8,4,4,2,8,6,Scooters,Cheeseburgers,Player,Romantic,General,Soul
Rafael Patel,6,8,9,8,8,4,2,2,2,The Eagles,Summer Breeze,Player,Confident,General,Soul
Michael Nguyen,6,2,9,5,8,4,2,4,4,Debt,Beat Poetry,Superfan,Confident,Gambler,Soul
Plunger Alvin,6,9,4,7,4,6,8,8,6,Success,Cat Food,Staff,Stoic,Investigative journalist,Mind
Fax Prevost,5,4,7,9,6,7,9,10,5,Passwords,Cognac,Superfan,Compassionate,Corporate guest,Mind
Freja Lee,3,6,5,1,2,7,3,9,9,News,Pizza,Superfan,Focused,Die-hard,Body
Easton Capone,3,6,6,6,3,7,9,8,7,Feet,Clapping,Staff,Confident,Columnist,Mind
Jagger Wobbegong,6,8,3,5,5,2,4,2,2,Magnetism,Halloween,Superfan,Wise,Pessimist,Body
Cornelius Bucket,10,5,9,1,5,3,6,10,4,VHS tapes,Prison breaks,Superfan,Placid,Gambler,Body
Rodd Marmaduke,3,2,1,10,10,9,10,8,8,Scooters,Cat Food,Superfan,Humorous,There for the booze,Mind
Arson Nabopolassar,3,6,6,2,4,6,5,6,6,Affairs,Mattresses,Superfan,Humorous,Full kit wanker,Body
Bobby Heisenburg,3,4,6,2,3,5,8,10,3,Sunflower Seeds,Attics,Superfan,Focused,Barstool,Mind
Chilly Bucket,8,8,10,3,8,4,7,10,1,Sunglasses,Porn,Player,Innovative,Hype,Body
Joshua Mercutio,4,2,6,2,5,5,9,5,5,Basements,Bad Speling,Superfan,Sage,Pessimist,Mind
Guitar Pedigrue,8,4,7,4,1,2,6,6,6,The 80s,Tax Evasion,Superfan,Romantic,There for the booze,Body
Kitten Swedge,1,3,2,7,3,5,8,3,9,Curry,Dumbells,Superfan,Idealistic,There for the booze,Soul
Enormous Brooks,3,2,3,8,3,5,8,9,8,Sandals,Buttered Toast,Superfan,Wise,Full kit wanker,Mind
Cornelius Tell-all,5,1,4,5,10,3,4,9,9,The Letter 'S',Diet Soda,Player,Appreciative,Closer,Mind
Lump van der Beek,4,5,2,8,5,9,6,4,8,Nail Salons,Iron Gates,Superfan,Confident,Barstool,Mind
Chunky Axelrod,6,4,5,5,9,7,4,9,9,The Internet,Depression,Player,Appreciative,Hype,Mind
Linda Patel,5,1,7,9,4,6,8,9,5,Pigeons,Hit and Runs,Staff,Placid,Mycologist,Mind
Helvetica Fukushima,7,3,2,6,3,10,8,5,4,Anime,Oreos,Staff,Stoic,Performance coach,Mind
Ledger Sod,1,9,5,3,7,2,8,4,6,Flying,Scotland,Superfan,Innovative,Scarf Guy,Mind
Gav Moreplease,9,3,2,4,5,9,5,5,8,Plates,Pizza,Staff,Confident,Yoga instructor,Mind
Ingrid Ironsi,10,7,6,6,6,7,5,8,8,Modems,Sweat,Superfan,Passionate,Fair-weather,Body
Yolanda Bucket,6,4,4,6,10,3,7,5,3,Calories,Halloween,Superfan,Placid,Gambler,Soul
Xander Yeshua,1,8,1,3,8,3,6,5,5,Gravel,Sand Pipers,Player,Innovative,General,Mind
Raymond Harris,9,4,4,6,7,7,3,5,1,Bar Fights,Fungible Tokens,Player,Humorous,Support,Soul
gm Skidmark,4,4,4,5,5,8,10,4,8,Homeopathy,AM Radio,Superfan,Passionate,Fair-weather,Mind
Gav Garg,4,6,5,4,7,4,6,6,6,Relatives,NFTs,Superfan,Focused,There for the booze,Mind
Crabwalk Bonds,2,6,1,4,7,7,3,6,8,Mythical Creatures,Hawaiian Pizza,Player,Modest,Specialist,Soul
Bobby Tidy,8,8,9,10,10,10,6,4,8,Short Fingernails,Presidents,Superfan,Modest,Pessimist,Soul
Leif Pidgeon,6,7,3,7,4,5,3,1,3,SIlence,Dreams,Superfan,Innovative,Full kit wanker,Soul
Eleanor Yates,5,8,4,8,2,1,1,10,2,Elves,AM Radio,Superfan,Compassionate,Die-hard,Body
Jacob Gardyloo,5,9,3,8,4,8,4,2,2,Tennis Elbow,Disneyland,Superfan,Confident,Fair-weather,Soul
Debra Morris,8,5,8,1,1,4,6,4,3,Socks,Laughing Gas,Management,Compassionate,Assistant Coach,Body
Vitalik Huffer,5,8,9,3,2,2,8,5,2,Rugs,Depth,Superfan,Stoic,Die-hard,Body
Halo Timepiece,2,7,9,5,2,4,1,10,9,Dinosaurs,Grandfather,Player,Confident,Hype,Body
Elliot Alien,9,9,6,2,5,6,8,4,8,Dreadlocks,Feet,Player,Modest,Specialist,Body
Galactic Space Explorer Nabopolassar,8,7,7,6,4,1,2,7,5,Pimples,Religion,Superfan,Wise,Fair-weather,Body
Amanda The Not So Great,2,6,8,2,5,6,6,9,7,Commitment,Cognac,Staff,Placid,Physio,Mind
Shanice O'Yacklebrunt,9,5,10,8,2,6,6,2,3,Cherries,Mattresses,Staff,Humorous,Investigative journalist,Body
Donna Slayer,3,3,5,9,6,7,1,2,6,Stingrays,Forced Entry,Player,Compassionate,Investigator,Soul
Janet Lee,9,4,7,7,4,8,7,6,7,Calculus,Charities,Superfan,Confident,Barstool,Mind
Dumfoozle Senior,10,10,3,3,3,10,7,3,5,Crows,Sister-in-Laws,Player,Focused,Consistency,Soul
Forrest Fontana,9,5,7,8,9,7,5,8,9,Wood,Dentists,Player,Stoic,Hype,None
Snow Beaverclown,9,5,8,1,2,3,2,5,8,Flares,Emojis,Player,Wise,Consistency,Body
Nil Hernandez,4,5,9,4,7,9,9,9,9,Bibles,Caffeine,Superfan,Appreciative,Barstool,Body
Brenda Yates,10,3,8,1,6,5,7,8,9,Styrofoam,Mothers,Management,Appreciative,Director,Body
Koji Garcia,8,4,4,3,6,9,9,6,6,Short Fingernails,Horseracing,Superfan,Wise,Full kit wanker,None
Lisa Jaws,2,3,3,7,2,4,3,2,3,Ambulances,Night Driving,Superfan,Romantic,Full kit wanker,Soul
Refund Piles,8,4,8,10,5,8,6,4,2,Coffee Beans,Scotland,Superfan,Wise,Optimist,None
Shirley Long,10,7,6,2,6,5,5,7,8,Cheese,Oreos,Player,Appreciative,Hype,Body
Thomas Umbrella,8,7,7,3,2,6,7,1,3,Religion,Charities,Superfan,Passionate,Full kit wanker,Body
Niall Love,2,1,10,4,5,8,1,3,8,Flares,Fungible Tokens,Superfan,Romantic,There for the booze,Soul
Disco Potato,5,8,2,5,5,7,8,8,4,VR Technology,Oreos,Superfan,Innovative,There for the booze,Mind
Donald Portfolio,3,5,4,6,4,4,6,6,7,Fog,Tequila,Superfan,Innovative,Hardcore,Mind
Lily Liliac,8,7,7,10,9,6,8,9,9,Dogs,Shouting,Superfan,Idealistic,Optimist,Mind
Noun Trout,8,4,5,9,5,8,6,5,3,Insomnia,Underwear,Superfan,Focused,Gambler,Body
Zayd Bagpipes,9,8,9,6,6,7,4,7,4,Vodka,Craft Beer,Superfan,Stoic,Corporate guest,Soul
Blade Guǎngchǎng,2,2,3,7,5,6,9,3,2,Buttons,Diet Soda,Superfan,Passionate,Corporate guest,Soul
Zeus Backsplash,2,5,5,2,4,3,7,4,5,Pimples,Gravel,Superfan,Appreciative,Hardcore,Body
Delta Constantinople,7,10,5,8,5,5,8,3,5,Passwords,Museums,Staff,Innovative,Waterperson,None
Benjamin Crutches,7,3,7,7,4,3,10,7,3,Theme Parks,Bangs,Superfan,Passionate,Barstool,None
Glasshouse Hugger,4,2,5,7,4,3,8,7,6,The Number 9,Coral Reefs,Management,Humorous,GM,None
Colon Hatterfield,5,2,1,8,10,8,7,2,1,Sprinting,Photosynthesis,Player,Compassionate,General,Soul
Nicholas Zoro,5,4,5,9,8,5,10,5,10,Meteor Showers,Mythology,Staff,Idealistic,Mental coach,None
Joshua Nincompoop,3,1,6,5,1,8,7,1,10,Tomato Juice,Racecars,Management,Focused,Head Coach,None
Achilles LOL,8,7,7,9,10,9,9,7,7,Groundhogs,The Void,Superfan,Appreciative,Optimist,Soul
Debra Bhatt,8,8,2,8,4,6,5,2,3,Kangroos,Punctuality,Staff,Focused,Investigative journalist,Soul
Philtrum Soap,2,7,5,8,6,8,10,7,9,Pigeons,Burritos,Superfan,Innovative,Barstool,Mind
wagmi Bucket,8,1,7,10,8,10,6,6,3,Pizza ovens,Presidents,Superfan,Idealistic,Hardcore,Soul
Plunger Chassis,3,6,9,4,2,4,6,3,2,Heights,Motivational Posters,Superfan,Compassionate,Gambler,Body
Van Winkle Snuggles,4,3,5,6,8,9,2,3,7,Office Environments,Pancakes,Staff,Innovative,Yoga instructor,Soul
Cristiano Fishery,7,10,8,3,2,1,7,5,2,Mythical Creatures,Bees,Player,Placid,General,Body
Obnoxious Bucket,5,6,4,8,6,8,1,4,3,Hotel Soaps,Cute Animals,Superfan,Confident,Hardcore,Soul
Dumfoozle Mangiarotti,8,5,3,8,9,7,8,1,2,Milk,England,Superfan,Idealistic,Corporate guest,Soul
Gorakh Colon,9,9,8,3,1,5,2,5,8,Contortionists,Marble,Superfan,Placid,Gambler,Body
Tetsu Lips,3,2,2,10,2,2,4,10,8,Office Environments,Jokers,Staff,Stoic,Marketing manager,Mind
Extractor Fan Armadillo,5,1,2,4,8,4,9,2,10,Slippers,Punctuality,Superfan,Innovative,Barstool,Mind
Ribeye Beckon,3,3,2,7,10,5,3,5,9,Paper,Fraud,Superfan,Idealistic,Pessimist,Mind
Siobhan Jessup,4,4,6,5,5,10,9,6,9,Parasites,Ping Pong Balls,Player,Idealistic,Support,Mind
KVIIIlyn Shukla,9,4,9,7,9,9,3,4,2,Barbers,Samurai Art,Superfan,Innovative,Pessimist,None
Dewlap Fury,7,2,2,8,9,5,2,1,5,Petrol,Cat Food,Superfan,Passionate,Fair-weather,Soul
Kathleen Yates,6,6,5,9,5,4,2,2,1,The Number 9,England,Management,Placid,Assistant Coach,Soul
Piles Hayfever,5,7,1,5,7,9,6,1,3,Jeans,Flies,Superfan,Humorous,Optimist,Soul
Shivers The Not So Great,4,8,10,10,4,9,9,9,8,Dogs,Kangaroos,Superfan,Sage,Die-hard,Mind
Foster Thomas,7,9,3,5,2,7,4,8,7,Basilisks,Grandfather,Staff,Placid,Middle manager,Mind
Sakura Ramos,5,2,8,1,2,3,5,3,2,Travel,Burritos,Player,Compassionate,Support,Body
Larry Snuggles,1,10,1,9,7,5,6,5,1,The Moon,Huffing,Staff,Romantic,Kit Manager,None
Siobhan Rogers,5,9,5,3,4,5,4,9,2,Aging,Wetness,Superfan,Wise,There for the booze,Mind
Bishti Lopez,8,5,5,8,10,8,9,4,5,Slippers,Jewelery,Superfan,Compassionate,Die-hard,Soul
Slippery Synopsis,9,6,4,9,4,5,8,9,7,VR Technology,Magic Tricks,Player,Wise,Hype,Mind
Rachel Bassett,8,6,9,2,1,7,1,4,4,Improv Comedy,Haircuts,Staff,Modest,Media team,Body
